essay_id,essay_set,essay,rater1_domain1,rater2_domain1,domain1_score
663,1,"dear newspaper, @caps1 see, owning computer effect you. computer make lazy behavier, @caps2 indoors, @caps2 inside dont hang family friends. everyone loves computer, ever thought you? spending day even half day computer make lazy. lazy becoming lazy dont want anything, without anything become overweight. so, need exersize good exersizing protect health problems @caps1 diebities. get computer, go walk. would anyone want indoors computer go enjoy nature posses. drawn computer @caps2 indoors instead breathing fresh, clean air outside. outside lots fun too. go swimming even picnic local park. outside also see breathtaking scenery, wild animals, exotic plants flowers live among us. go outside atleast hour day see fore sure much better computer. staying computer long @caps2 realy matters, friends family. talk internet friend meet something fun? friends family realy important spend time become upset. friends family supposed best moments life, dont spend computer. go call friend something fun, hope understand computer one best idea. computer make lazy, @caps2 enjoying nature, spend time family friends. everyone got computer least hour day they'll live happier, healthier life. so, turn computer get couch, enjoy life.",4,4,8
664,1,"technology growing changing rapidly. look apples new @caps1, desent rized touch screen computer. computers rapidly changing too. think @caps2 need cut use electronics. one computer long time large amount time damage eyesight, give arthrightus takes time @caps5 exersizing; one thing manhy @caps2 need do. many @caps2 spending long computer, although useful also damaging eyesight many people spent large amounts time staring computer screen. stair something long damage eyesight make worse trying @caps5 eye lens. also lighting computer hurtful eyes. light coming eyes like staring sun quit damaging. sun instatntly damage eyes overtime computer slowly damges eyesight. eyesight already damaged computer worsen it. time spent computer damage vision. since eyes already bad might think ""well can't get worse."" @caps5 truth light amount time spent onthe computer damaging people @num1 vision even damaging people without. genetic common people constently knuckles. also common people spend exeessive amount time computer. aim popular people ages. way instantly gossip chat freinds. takes alot typing. typing long much cause fingers lock harder bones move joints without pain. constenity happens could canidat arthrightus. letting fingers take break also one reasons fingers hurt, never let take break also lock painful. spend less time computer want artrightus. new technology less @caps2 go outside play hit gym exersize. @month1 way many @caps2 weight. computer long takes away time could use exersize get fresh air.",4,5,9
665,1,"tink computer good idea people online like talk family see video cam. dont want go go online pay us . like would like watching movie like like oh "" go clean room"" go like ""oh wait movie good."" computer best system go online every body use computer. witout computer going cheak yahoo @caps1. moom love @caps2. going check message u dont know computer. lake computers sle every body going try make one. people walmart going like making money llike people buy got good computers. one make people get people offline. apple store people go buy computers. spending time like online. like onlie going take computers say u searching mor computer. bout computers mom ways house boring go bu computer whne get money.",3,4,7
666,1,"dear @caps1 @organization2, believe computers positive affect people use them. teach hand eye coordination, give us ability learn far away people places allow us chat online people. @caps3 first reason think computers positive affect people teach hand eye coordination. example, need use hand-eye coordination skills type @caps2 letters. helps us increase hand eye coordination helps us think letters typing, @caps2 letters keyboard, push them. also type long passages increase hand eye coordination becaue get used wrighting long paragraphs become familiar letters keyboard speed increases,which means get work done shorter time. believe @person1 free @organization1 hospital took survey showed @num1 people type essays instead wrighting hand, greater hand eye coordination skill. computers also allow us learn far away people places. example computers make easier reaserch far away people places. useing computer help us understand learn people places withought trip library. also computers allow us @caps2 us @caps2 info recent events around world. also computers make faster reserch topics looking book big libraries stressfull, mention dificult. also informat computer never checked availible like library books. lastly information right fingerries never leave youre house, @caps3 last reason computers allwo us chat online people. help us allows us talk friends family around world. also helps us talk parents theyre away camping trip. chating computer great way make friends people dont know block people dont want talking you. sence controll friendships youre friends with. computers greatist advance technology sence wheel helped many people.",4,4,8
667,1,"dear, @caps1 paper @caps2 computers benefits society, makes people smarter, way talk people live far live, great way homework still school. computer great way get smarter.you could go diffrent websites help learn stuck school. remember time trouble math, teacher gave website called @organization1. goes waht need help on, get live tutor. computer could teach babies talk. taught cousin talk he's @num1 @num1/2 years old. amazing computers do. next talk computers great resource talk far away people @month1 know. computers could talk people live across @location1 woudn't want talk somebody long distance without paying extra money cell-phone? remember one time talking dad cause minuts phone went great talking computer. computer kind like bigger cellphone. could talk family friend phone. lastly, talk could homework. computer could lot homework. last time computer find @person1 math, typed name biography came wrote him. could use subjects especially language arts could type papers look diffrent things class. would want write @num3 page essay makin fingers cramp writing no. go computer type without cramping fingers @caps3 reconsider opinion, cause computers get smarter, talk far away people help homework.",4,5,9
668,1,"dear @organization1, understand conterversies computers. computers center technology. can't imagine world without them. though computer @month1 cause children play uneducational games, computers teach help children well. know company, computer would nightmare. gives education children, adults well. first all, computers proven second best source education, behind school, along best source information. millions websites specified education kinds. websites. @caps1's online tutors work. computers provide practically anthing need. work, adult use. computers sell something communicate someone look new topic. technology computer farther item. without computer life would much difficult. instend sending email, mail would sent out. information would brooks. fact even internet books buy read. aware people feel children spending much time computer talking friends, children need social, @caps2 talking computer, would texting calling. computer makes life much easier take away would cause stress less time important activities. lastly. computers documents best way type. company definetly agree without typing documents life would mess. everyone writes documents needs send them, open again, edit them. access typing type writer. types writers can't save anything, delete half work computers do. whole job depends computer typing. would feel @caps2 use computer. conclusion, computers necessity living. without computers life would difficult stressful. computers give education stand information everyone. technology unbelievable makes everyday life, easier. even imagire documents typing. i'm sure agree decision. hope chose inform others information. thank time",5,5,10
669,1,"@organization1, writing letter inform use computers. computers fun interesting, but, people spending much time computer. @caps3 opinion spend time interacting people society, family, friends. also think @caps2 easy get addicted computer, @caps1 person spent @caps3 time @num1 computer @caps2 good. safe computer days @caps2's dangerous @caps2 appalling people spend time computer ther family. agree? well shoud, society, family, friend important thing you. spending whole day computer, interacting people around you. days see plenty people computer spending time family. going on. although computer fun interesting people around wisher spend time you. think happening much world. @percent1 people @caps3 school say addicted computer, @percent2 people @caps3 community say addicted computer too. high numbers think? terrible stop going on. computer like drug, get computer one time, going want stay ti everyday day. first time get computer addicted @caps2 right away. i'm saying never get computer, sure get addicted @caps2 @caps2 happen easily. @caps3 mother always sayed safe computer"". first really @caps1 meant, @caps1. ever computer stay saved matter try delete @caps2. so, safe put thing computer would want anyone else see @caps2. anyone see put safe. kids meeting people @caps1 try meet them. watch computer place @caps7 lie. understand @caps7 im coming from. agree stand people spend time get addicted safe.""",4,4,8
670,1,"people believe computers positive effect people, positive rots brain. think computer waste time excuse spend time family go outside enjoy nature. computer time reduced family time increased. absolutley, computers type things kill brain cells spend much time it. teenagers main cause get computer get myspace facebook wont learning anything kill major brain cells. go school take cmts going fail wont know anything computer. also, big problem familys dont hang always computer. excuse parents ""@caps1 im computer"" never go children get upset. leads anger problems stop listening you. is, cause effect. friends @num1 anger problems listen anyone family never hung. consequently, peope spend time inside computer, guessed right! sister computer @num2 never goes outside enjoy nature. people get @location1 haute go outside dont want eve. doctor @caps2 brown says everyone go outside relax mostly everyday staying house good. computer defeating purpose. hand, computer nifty device handy times like need perfect directions need question answered. sometimes want talk old time friends seen while. computers good alot things much good us lastly, i'd like say computer great purpose think makes excuses us dont spend time family, dont go outside enough enjoy nature.",4,4,8
671,1,"dear @caps1 @caps2 felt shoeked see people beileve computers benefit society hearing felt compelled share opinions. help socitey. help us communicate, important thing fun. computers help us communicate many ways. want talk freinds, freidns time, internet help us. also freinds see often, still want talk intenet talk long went. computers also help us make new freinds. also ehlpo us fun. computers fun many different reasons. social networking sites, like facebook myspace, fun on. many fun things internet including video games, many video games consoles attatched intenet play freinds. computers arent fun games. computers transfer important information including homework schol activities. computers also hold governments information, thingsas insignificant plans renovation town owned building department homeland security united states without computers none would possible. conclude computers nessesary every day communication, things computers helped us help us future.",4,4,8
672,1,"dear whomever @month1 concern, @caps1 name @caps2 @caps3 think effects computers people good. think different reasons. reasons noboby goes out, people; especially students loose penmanship skills, people loose desire normal everyday things. make us lazy!! computers people go out. go walks something computer. reason anybody ever visit store kind order everything online delivered right front door. also, lot people, even go work. work whatever company right home computer. people even finish highschool college computers, taking online courses! brings @caps1 next reason computers haveing bad effect people. students, type assignments, schools even give laptops students use throughout year. able type everything would mean students would barely ever pick pen pencil, makeing handwriting worse lack practice. another way computers bad effect students internet. find everything internet, math books dictionarys resource books. students even know look word dictionary, let alone find needed information book. think gives students wrong idea sence reality. go work, everything done computer, taught use. lastly, people losing desire everyday things. go friends talk online? go dinner order online? people starting see point going things ""more important things"" computer. personally think brain-washing us pretty soon world going one giant computer. based everything said think computers good effect effect people. makeing world uptight controlled place based selected information, i'm sure see why.",4,5,9
673,1,"dear local newspaper, @caps1 opinion people use computer's lot! people don’t care exercising, enjoying nature, maybe people dont even friends spent lot time computer life maybe go websites addictive. example @caps2.com, people/kids one those? chat friends maybe even boyfriends. enyways thats opinion. another opinion think people spend time computer. think people fun, socializing people, living life! think, opinion ""computers"".",3,3,6
674,1,"dear @caps1 @organization1, @caps2 think excersizing nature becoming less less? think opinion. think computers positive effect help connect people different parts world. learn different stuff to's make life easier. in-touch far-away relatives. first all, believe computers positive effect connect people different parts world. talk thier culture. the, whats thier tradition marriage etc. schools, ask questions. secondly, believe computers positive effect learn stuff to's make life easier. learn easier different standing better you. study to's get school. thirdly, believe computer positive effects far away relative. talk long time wondering life. meet catch. conclusion, technology basically help future well. marvolous computer help in-touch really good familys friends. time @caps3! fancy technology till years come!",4,4,8
675,1,"would ever think computer take much time keep lots things. using computer mess life ways would say no. computer common life everybody needs uses way form. people need look news could catch @caps1 go amazing technoliga. witch @caps2.c laptops phone internet. natural thing lifestyle computer stop going outside playing things say love tecnoligy much want stay it. computer mess someones life anyway you. beautiful things @caps2.c you. computer lots things wont want leave go things, like lots home work project need @caps4 go work also listen music type project things even though outside playing active mean somethings better life like typing faster job get older nowing use @caps2.c good touch family cameal. @caps2.c's around long time eversince world smarter talented ways kids adults touch wats going around us world acting technology helped many people needed something done rush mostly everything around things @num1 year old people still go. research things never known. find billions aplications it. although people stay long periods time cant stay day without say hi family talking them. around long time still used everyday always be. would think computer tacking much time persons day spending enogh time family compturs natural thing everybody needs.",4,4,8
676,1,"dear @caps1, feel like computers good lot ways. like computers sometimes keep kids street wont get trouble. computer lot games ran play would keep something. computers also something called microsoft microsoft something help writing projects things like that. computers help lot people cause like said earlier games games school science, math, reading, social studies helpful. computers also bad people like go teens liketo go something called myspace. myspace thin freinds around world talk put pics it. go myspace friends different state state world want find rape you. would start conversation like would ask name live. another reason bad @num1 graders go middle school @num2 grader tell inaproperate websites little kids would go get trouble. well heard opoin hope understand thank.",4,4,8
677,1,"dear @location1 press, believe computers terrible impact society, reason believe true kids go ""braindead"" people call it. also kids get obese witch already greatly growing process. last reason kids get bad eye sight it. first reason believe computers bad impact society kids sit eat computer get addiction keep getting fatter arn't getting exercise. problem children getting fat already brought topic something like going get better time soon. studies show @percent1 kids computer hour half day actually going braindead. means becomes new trend kids next generation smart able keep countries fall behind, something trend setting issue want country stay one piece. last least reason kids forming bad eye sight. also bad future generations. let catch generation need glasses almost like domino effect. reasons computers bad impact society. kids get obese, go braindead, develop bad eye sight it.",4,4,8
678,1,"dear local newspaper, think people spending much time compture reasons, less time exercising, enjoying nature interacting friends family. reason less time exercising people busy computer playing games talking ones. dont think outside exercising like running around playing sports instead house comptuer nothing. people lest get @num1 exercising. could comptuer little @num2. take break comptuer go outside little bit injoy weather outside. people cant take @num1 away comptuer time find really hard belive people cant. like comptuer took brains want never get off. second reason enjoying nature go outside little bit see whats going go take walk outside woods look animals look animal tracks. lot fun things outside like climb tree going fruit picking. dont inside day stare computer playing games talking friends. could outside injoying nice weather getting. peopl need learn better things time. third reason interacting friends family. inportant spend time see to. instead people always busy talk family members becuse always comptuer stuff dont need doing. lot inportant things life people need understand that. family way inportant computer people days put family second never want talk see always busy waisting time comptuer. like checking email fine waisting time chat things like @caps1 @caps2 @caps3 waist time people hang things dont computer asking friends call ask. dont get wrong @caps2 takes away hanging family things make time hang friends family enjoy natuer exercis. dont see hard people that. conclusion think people waist time comptuer much like said inportants things life things like exercising, enjoying natuer hanging friends family. hope take ideas consider thank listening think. hope people get head dont comptuer @num4.",4,4,8
679,1,"could live day without computer? talk friends everyday @caps1. learn current events know without computer. computer also helps daily life. acknowledge get outside meet friends, sometimes raining snowing want talk online. another great thing talking online talk friends, one playing with. noticed even friends go away, still stay touch computers. stay touch friends, learn current events. whenever go @caps1 @caps2, @organization1 page comes shows current events. without computer woudn't able see woll last nights ball game whats happening health care bill. important things help keep things away town. computer also lets learn mopre healthcare bill actually affects me. computer teach current events, also helps daily life. i'm eating breakfast, check email look weather. school type essay. get home check homework talk friends online. done computer. goes show much use computers day. rely computer much would lost without would get half much done. strongly beleive computers necessity. allow talk friends can't meet up. keeps date currents. think computers become part daily life.",4,4,8
680,1,"dear @caps1 man, @caps2 would want people computer day nothing? would feel one getting excrise, one using playgrounds, parks beachs. everyone sitting home nice new fanny computers. really think much time people spend nothing, sitting around, @caps2 would computer solve problem? really @caps4't. would say computers, people spend much time computers, excrise needed, everyday, makes body wear eyes strained. comes computers everyone wants get one, say excrise seems like peoples mind click off. happens people really starting spend lots time computers. work computers long period day, @caps5 head home spend time computer, @caps5 whats body? helping it. like computers like spending time them, need get something done sometime happen, get forget time that's fun. sometime happens people engaged computer, someone talking telling something need do, noding head like know sayed, next time asked got done didn't, know listening. excrise really important body doens't even got anything, spend time wasted computers. happens @num1 @num2 families come home work school, jump right computers, families getting enough excrise spending time family computers get way that. excrise would help keep instead electronics. computers like little robots control mind body, sucks life cut you. strains eyes makes wrat really dont want lot, maybe people spend less time computers time focused families nature, @caps4't weak tired. know lot people @caps4't want computers banned, think would help lot reasons make families closer bodys focused, experience computers help ways, comes real life helps really one. hope understand @caps2 say sort things, care health activities @caps5 would say computers lot help also.",5,4,9
681,1,"dear @caps1, @caps2 going inform people using computers spending time family. agree effects computer haves people, one allows us access information, two allows us interact people. three helps us updated happening sports everything. first reason use computers gives us information, like weather reports, school openings, delays, closings. also tell's us @location1 earthquake. tells us alot stuff. allow's go websites find information to. allow's us fun play games internet. help us homework. help us find things like job stuff. second reason use computers ineract people. talk people weve never ever met before. find information tell us life litte. help police find info criminals track them. better faster using phone talk them. make people fun make stay computer long period time. third reason use computers would keep us updated love watch would tell us recent teams players. sports fanatic able watch live games computer. able post games chance see players talk fans. conclusion use computers give us information world, two allow us interact people weve never met before. three keep us updated sports like catch especially sports fanatic.",4,4,8
682,1,"people using computers. think benifit society. think mere cases suicide online bullying, people get @caps2 addicted don’t exercize become obeast, bad environment. ever people bulling. showing kids around like use to. bullies found new way, starting web pages, emailing person, making threats online. internent people say things would'nt able say person dont see face face time. know @percent1 teenage suicides bullied online. bullies get person head cause hurt let people get them. didnt many people going online youth would protected online predilors. sit computer play games friends, likely caling. well eat stay computer arnt exercising. well, @percent2 obeast people say exercise either tired dont enough time. course going tired sit couple hours staring computer screen. say time yet spend hour day computer. dosnt make much me. obeasity becomea big concern main cause head problems. @caps2 get active enviorment big concern days. toxic, @caps1 layer skin cancer rise. computer? well computers use energy let toxix environment. killing @caps1 layer @caps2 much powerful, hurting people. yes plant help @caps1 layer print @caps2 @caps2 hard keep demand demand @caps3 eat, trees, plants eat? time children's childrens here, @month1 @caps3 wildlife left, barely wilderness without @caps1 layer many people die skin cancer. @caps2 addicted using computers. people lives, health, environment big issues computers help distore. would feel walking childs bedroom seeing floor dead bullied computer. see loved one suffer heart problems due obeasity becasue get computer. @num1 years @caps1 layeris completly distroyed due computers, @caps3 wildlife left. using computers benifit society. sure quick look up. @caps2 books. computer every thing local libeary has. @caps2 stop lazy get out. put stop suicides, obeasity, hurting environment.",5,6,11
683,1,"ever time read? ever spend time family? ever time go outside? well, don't, spend much time computer. computers bad society. show why. many great activities reading book. instead reading computer, read novel, ask parents drive library. understant need research computer library sorts books fiction, nonfiction, science books many more. every intelligent citizen would @caps1 computer @month1 wrong information. remember project @organization1, @caps2 @caps3 music. used computer research killed said man killed her. went library checked book said woman killed actually. addition books help get accurate facts. every caring, loving human cares spending time family. spend time family? well, visit cousins weekends. family make parties. recall party baby brother's baptism, everyone came. got see aunts, cousins see years. understand far away relative would use computer chat see webcam, take vacation live go car, would bring family even closer. @caps1 like. family lives @location2 visit every year. family reunions, maybe family too. result, family important, let computer ruin yours. ever go outside anymore? computer getting way? check e-mail, reply, go @caps4, hungry, daily activities. health? getting fresh air good. many great things outside. example, jump rope, go park, go swimming, play snow many more. remember time cousin came went park. stayed park closed. entertaining. every citizen @location1 wants healthy. going outside help you, run woods, even jump roping outside excersizing. addition going outside more. time. wait another minute? either alone computer outside, family, even library lonely. computers bad habit, even though might need them, better safe, sorry old fashion way.",5,5,10
684,1,"dear newspaper, @caps1 come attention ongoing debate issue stating everyone agrees computers benefit society. can't understand why. computers present many oppurtunities people. allow people communicate other, allow people research topics simpler way, teach hand-eye coordination. agree computers benefit society. modern world, nearly businesses rely communication. many people businesses use phones communicate, computers well. online communication fast, simple, effective way people communicate whether @caps1 home work. one way computers benefit society. nobody knows everything, always trying find new things neven knew. sometimes @month1 use books, way people use online researching. @caps1 quicker, simpler well. research online, information literally comes you. type subject @caps1. @caps1 another reason computers benefit society. final reason computers teach hand-eye coordination. shows time progresses computer realize typing becomes easier. @caps1 might take while, time people get hang. @caps1's @caps1 computer letting teach yourself. people would say people spend much time computers. problem though people spend long periods time computers order beneficial things computers offer. conclusion, see clearly stated benefits computers. allow us communicate, research, improve hand-eye coordination. computers benefit society.",4,4,8
685,1,"modernized world computers key. offer many benefits enclude communication, enterntainment, education. benefits positive effects people throughout world support advances technology. communication large benifit computers. whether keeping touch friends organizing business meetings computer offer large amount aid. modern technology provided computer, people instantly send messages co-workers friends matter seconds. cases businesses completly relie computer function; example, conversation people accross globe discuss going expand internationaly. computers greatly necessary people communicate enable people make plans simply effectively. computer also supplies endless source entertainment. internet computer provides users websites enable talk friends, watch videos, play games, more. computer provides relaxing way enjoy late night rainy-day. computer enables people stay entertained, relaxed needed. important function computer education. computer supplies user student wide variety information. computer aids user vast information every subject topic @month1 brought class room. comes useful research projects even learning another language. computer beneficail ti comes education. computer technology come make daily life simple. come incorperated almost daily task @month1 occur day. would unjust stop advancing technological wonder. computer technology greatly benifits communication, entertainment, even education.",4,4,8
686,1,"dear local newspaper, would like speak upon topic effects computers people. opion topic computers effect people. people surfing internet keep track time. mean say people lose track time that, try keep track time web something @month1 pop catches intrest time focus something else. effects computers people keeping house. many people web tend excersise much. house web people excersise stop excersising. reason occurs people computer chair feel relaxed calm want get up. leads eating unhealthy foods. chips, donuts, twinkies etc. @caps1 believe opinion. reason say watching television day saw commercial said quote ""@caps2 active healthier @caps2 stay computer day. @caps1 gain weight computer physically active. physically active lead a) obesity @caps4) cloged arteries @caps5) lazyness. lead three effects computer every day. @caps1 enjoying nature instead staying computer. lot life web. playing sports. playing sports fun tim also healthy. would rather live @num1 live @num2. local newspaper writing letter today. mean would rather friends @caps2 lonely. weight surgerys rack thousands dollars. yes weight loss surgery effects death. come @location1 decison remember important part letter liveing healthy young dieing unhealthy suffer. choice @location1 decide.",5,4,9
687,1,"computers good benefit society talk people give different latest updates. first allow chat friends allow message anytime want. talk people faraway lose. example friend live side globe computer message still talk time. also bored give something do. could see anyone wants make plans hangout. want stay home day still interact people. secondly gives new ideas things. shares oppions. maybe someone bought work could see comments review. would want spend money thing network? woudn't. also see majority people like got. also make think something would think say mark horrible maybe read page online shows wrong do. gives try something @month1 enjoy get. lastly gives latest updates share sched closed, delayed, open. wait news show it. tell crimes happening. also tells town. dont want know whats going own? tells new things town going make tells getting rid of. computers lot us chat friends family. gives us thoughts @month1 never thought tell us newest updates.",4,4,8
688,1,"dear newspaper editor, due respect anyone thinks computer benefit society, strongly disagree. yes, many people neglect activities comuter, yes, computer invention lot people depend on, computer also invention benefit many positive ways. example, @caps1' @person1, hip-hop artist millions fans, able finish high school go colledge career. decided get colledge degree, started attend colledge. difficulty colledge, however, constantly harrassed fans, started going colledge online. way, able focus studies get degree without harrassment. computer also websites internet used schools. help teach students way fun enjoy they're doing, giving better learning experience. aside positive uses internet, computer also contains progams benefit us well. microsoft @caps2, example program computer used create @caps2 documents peoms, essays, song lyric, even letters. print @caps2 documents copy ownn keep show people wherever go, finished, saved computer. people use computer many things, books, movies one. years existance, benefited us al lot. think?",4,5,9
689,1,"suppose family member seen long time dont enough money visit live far? injured sick nothing do, decide browse internet actually learn interesting things like new organism scientist found something history never known before? amazingly, computer filled knowledge like this. could talk family members seen havent got chance see long time. could even know lot new interesting stuff nature history would never known stepping outside. know more, i'll even tell things. half sister get see like year two years. way get interact facebook. also websites people use talk loved ones like twitter, myspace, yearbook, aim, skype ect. talk could webcam chat, could also see them. alot people use webchat talk old friends. computer could also learn new things. yesterday, computer got bored random searching, @num1 min. learned things never heard about, like ""@caps1 massacre"" time teacher went spaceship first time blew teacher it. man tragedy! interested nature could learn kinds nature around world. also, interested ancient time typing got kinds fascinating things ancient time like @person1, city forgetten, found. i'm pretty sure learn kind stuff stepping outside. amazing things computer could do! talking family friends seen decades learning fascinating things. usually cool could learn things teacher never new. would want teacher teaching teaching teacher!",4,4,8
690,1,"dear @location1 @caps1, believe computers benefit society. people able read, shop, play online. makes life easier many people. buying books would like read get expensive. internet, people able read almost book right computer. recent survey, found people read books online save additional @money1 year people buy books. people also read things like newspaper online. snow ground, people unable get newspaper, read online. way know newspaper still good, continue buying it, including @location1 @caps1. additionally, people able shop online. sometime, someone @month1 accident injuring them, stuck home. child, parents unable go store caring child. simply go computer food necessities delivered them. people also busy lifestyle work school. @person1, physician, told people shop online @percent1 less stress people go store items. said need worry taking much time schedule shop. moreover, computer good way quictly play games. young children loud energetic. parents let play games read computer. little kids love fact computer, letting go keep quiet occupied while. even typing interesting younger kids. older kids, many games play. action, strategy, puzzles, many more. also play people around world. computer fun everyone. conclusion computer good place go shopping, read books, play games. computers greatly help families today.",5,4,9
691,1,opinion effects computer people. good effect computer people teaches good hand-eye coordination @caps1 work doctor anything needs would help better jobs. another reason computers good effects people let chat famile memebers case family went whole new countries trip beable see like there. another one would could learn another states countries around world. tell many people like type culture found probably want learn texas look information tell found capital many people live there. another good thing could play games friends like types shooting games racing sport arcade type.,3,3,6
692,1,"think computers positive effect. computer's like computers smartest help need something like project look pictures need help math use calculator computer computer help subject's computer help's couple subject's main reason use computer. sometimes i'm homework let computer eaiser look website's give really good website's mostly everyone use's computer mostly use comptuer look job's, car's, house mainly use computer people like useing internet think cheating use computer.",3,3,6
693,1,"@organization1, ones opinion computers benefit society days. ones opinion effects computers people benefit us many ways example communicate people around world example many people @month1 friends family live another state country computers help us communicate them. commputers alow us help us learn learn books. computers help us learning learning population. one might think good slow computers send emails person end reply instantly computers. computers benefited society many ways. computers ones opinion benefit us many ways think possible. computers printers use type writers messed would start could take hours work get paper perfect worlds modern would type whole paragraph make mistake hit back space button keyboard take us hours type one page take half computers benefited us way know it. ones opinion computers benefit us allow us things done computer invented. computer great invention benefited mankind speak hard set up. ones opinion computers benefit society live also benefit mankind well.",4,4,8
694,1,"dear @location1, believe computers benefit society much. believe fo various reasons state passage. although sometimes people spend much time computer mean computers bad society means people need learn spend time wisely. overall think computers positive effect society. one reason computers huge advancement technology. able make everyday life easier. allow store information. learn many places, communicate friends family. one device amazing! also make something like computers imagine possibilities technology advancements. computers start all! anouther reason believe computers greatly benifit society provide entertainment. watch movies computer, download fun games. hardly anything can't computer. cold outside raining still entertain computer. computers great around. anyone thinks people spend much time computer computers bad society wrong. think people wrong computer can't force spend time it. fault choose use computer much. always choice go outside take walk. computers wrong choose use wrong, like expression ""guns kill people, people do."" conclusion believe computers great thing espicially modern society. computer one greates advancements technology benifit society well. ever wondering weather buy computer suggest get one!",4,4,8
695,1,"dear local newspaper, think computers positive effect people. reasons answer many homework helper websites, computer helps learn places never to, even interact people around world. three reasons think computers positive effect people. first, think computers positive effect people many homework helper websites struggling students go get tutored. remember @num1 grade math midterm. hard time understanding math. then, went tutoring websites taught everything trouble with. think computer help many kids obtain good grades. first reason think computers positive effect people. second, think computers positive effect people help learn far away places never before. would useful school project country. also @percent1 students school say computer ha helped lot school projects. computer could also useful planning vacation. would want vacation place know nothing about? computer help. search destination pictures info come make right choice. second reason think omputers postive effect people. lastly, think computer positive effect people becuase interact people around te world. brothter lives florida, talk every day computer. also, keep touch friends anytime want. think computers help people develop better social skills. last reason think computers positive effect people. conclusion, think computers postive effect people better grades, learn different things, talk friends.",5,4,9
696,1,"dear editor @caps1, believe computers good ideas community. library's closed students needs information, look upon internet. also, talk friends phones working. computers help people learn latest news television getting pixecl. first all, computers help research alot. let's say ranning healthy, car? gas need go library closes. easier go computer find research site topic; gas wasted, sopping wet robe sipping hot choclate computer. next, talk friends way another country without pay extra long distance call. yo udon't unlimited minutes went talk someone long time, wasting valuable minutes money! computers come in. open chat window talk away, like that. finally, look latest news information search program, like @organization1. television broke it'd take week fix, something happened needed know could go internet look up. thank reading ideas, editor. hope choose article post newspaper time comes.",4,4,8
697,1,"fairfield @caps1 @caps2 computers bad effect people? many people say ""yes"" many say ""no."" @caps3 matter fact, computers @caps2 bad effect. people easily distracted computers, wastes time, causes stress. many kids @caps2 homework computers easily distracted. computers come internet, internet comes games social networking sites. many kids would rather chat facebook friend @caps2 homework using online book... including me. get home, start using online text book math class. wait load get bored go online game website. get distracted addicting game called ""@caps6 @caps7 @num1."" @num2 hours playing online games realized wasted lot time. realized wasting lot math homework time lately online distracting game. @percent1 grade math homework i've gone @caps4 @caps5+. waste time computer. outdoors @caps3 fun @caps3 ""@caps6 @caps7 @num1."" i'd rather playing football friends dumb game. parents also realized i've wasting much time computer they've blocked internet. distracting games waste time also cause stress, could fatal. imagine hospital playing computer. watching @organization1, man said @num4 people died playing computer @num2 days little food water. parents also notice brother grumpy playing computer long. i've stressed lately. overall, computers bad effect people. distracting games waste time cause stress. hopefully people understand message play computers long.",4,4,8
698,1,"dear @month1 concern, think computers affective would rather kids computer lets say children smoke hang streets much yeah lot affect them. predictioni say computers addictive really people really like computers long time cause gets boring starts hurt eyes. understand want get passes bed time. kids lot bad things street hang streets lot, go computer stop things. lot kids myspace facebook ... best way stay contact family friends thats one main reasons kids go electronic devices stops kid exersicing stuff like psp go xbox @num1 ds, dsi playstation @num2 @num3. think addiction affects kids things rather kids keeps away it.",3,3,6
699,1,"dear @caps1 society: computers perhaps one greatest improvements societies advancement knowledge past decades. gems future, like human being; mind figure answers problems. people around world use them, @location5 @location4, @location2 @location1, used. people ages school kids, adults job highly appreciated chemist, use computers! wish one standing side lines, stuck past, advancing technology? creations rockets, engines planes; computers never let us down. still, question this: computerized technology benefit society crash down? ever since @date1, computers used ad new information. speed able recieve new information astonishing! @caps2 @person2, computer engenieer, says ""with technology recieve computers, able game."" @caps2 comes show one best benefits computers: ability display current information. now, see books excellent resource society, provide amazing information, however takes years publish books! use computer, information occured sometimes close @num1 hours ago appear internet! allow get information faster, allow society ""be game."" catch football soars air, track baseball flys high sky, grasp face basketball ""hand-eye"" coordination. hand-eye coordination perhaps one neccessarry aspects life person have. face it, everybody needs it! help body get talent: buy computer. imagine, society would advance sports even life learn coordinate themselves. know @num2 @num3 people owned computer typed daily able catch three tennis-balls thrown them! could too! typing computer, human development observers states, eyes free tracked screen train hands manuvor keys themselves. basketball, train hand track bounce ball without needing need catch it. remember started typing, hands began naturally find keys without look them. next day basketball practice felt like @caps3 amazing point-guard @person1, ball came straight hand! get need life, invest computer! money @month1 vital thing society right now. profits low medium wage, local area ""rich."" see could hard, purchase computers prices high @money1 each. think, book purchase would save us @num4 each. computer's stand last @num5 longer paperback, information always new, changing, up-to-date. order us purchasing new books recent information would end coasting long-run. neighboring society @location3 invested @num6 comptuers society. stated took onlyt @num7 months get money back purchased computer's amount purchasing book! imagine much money society would gain @num8 year! necessary society computers. learn hand-eye coordination invest money the. many things happening world important recieve information instantely computers. can't stress enough without @month1 less rest. dreams incrediable rockets medicines cures far diseases happen. computers rise perhaps thing actually benefits society. must understand important technology society! but, int long-run, decision make. choose quickly, fate society hands.",6,6,12
