,essay_set,essay_id,essay,rater1_domain1,rater2_domain1,domain1_score
604,8,21476,one time sick told mom need get ice tea get go freezer suddenly throat gets irritated feel need cough instead coughing side right ice bucket happens mom standing next says god son started laughing ironic germs would preserved ice box funny keeping germs alive mom used ice,14,14,28
605,8,21477,cold decided go friends ride back rode along dad way listened recommend fans got told joke laughed hard pooped died,14,9,28
606,8,21478,always wished could go back time relive childhood knowing time happiest time living life purpose plans looking little cousins brother see joy laughter silliness see innocent soft faces idea understanding going around watch slowly grow unusual habits find back year little girl school yet runs grandmother yard mid day flops pig tails back forth hiding hands size trousers one eye closed slightly opened watching older sister run around looking place hide nine eight seven sister yells behind one giant oak trees giggle little start four three two slow dramatically one like rocket blast front porch arms spread side making engine noises pretended pilot lock mayday mayday crash tackle sister ground remember look mothers face lay rolling around grass laughing closed eyes reopened find days tragic happening everyone met grandma house always kids one room adults playing small ball pit two youngest cousins noticed small hole wall look demanded took deep breath asked yelled little hole gave us vision happening room next us held parents old people straight looks serious tones let little ones look find interesting give another chance see pushed way three us looking something small kept giggling talking minutes knowing uncle watching us least minutes motioned adults see one one noticing amount people next room decreasing soon sight go panicked light quite laughing going behind us looked toward looked looked time turned around saw everyone smiling laughing taking pictures us stood still red faces soon started pointing fingers gave us crazy idea spying like day family everyone living room food kitchen warm hugs kisses grandma people pinching cheeks big smiles long loud laughs see friends shaking hands kids yelling screaming people telling loved ones love look feet blink eye back raise head shoulders see grandmas living room babysitting kids sixteen year believe one day laugh course laugh comes seriousness laughing part humor youth someone tells joke think funny stand say funny laugh everyone knows take step back laugh always wished could go back time relive childhood knowing time happiest time living life purpose plans desire impress anybody lived childhood well think sit back look everything done laugh,20,27,42
607,8,21479,laughter helpful many ways many things like bad day friend try make laugh help feel better maybe something like lost loved one yes tragic thing especially really close family member people still try make laugh tell better place pain anymore moments like sometimes felt better person persons made laugh also know people care want happy full laughter recent time needed someone help laugh yesterday yesterday night math homework needed frustrated much started cry told boyfriend started telling silly jokes kind helped helped though said could come started smiling laughing happy could another time laughter help mom dad brother little sister years ago brother decided want take remember ride though anyway took time scared wet talk rest day finally apologized took face painter lady one stores chose wanted face quite remember though think kind fish finished looked mirror burst laughing laughed ten minutes said accepted apology arrived home days later took hose sprayed get back little stinker sister like little sisters every opinion thank gosh times brats mom dad lastly remember one time grade best friend moving cried days days finally calls talked hours talking made laugh wish moved least still got talk twice though anyway times talking made happy talked dogs one dogs names months time started chasing tail went around times tripped feet fell rump end trip memory lane three blasts pasts ones made laugh help feel better feeling upset,16,15,31
608,8,21480,laughter life good thing believe year old always loved hang things together like take walks go beach go parks funny also loved eat together maybe dog bowl plates picnic table cute dog four little puppies named popcorn big tail mountain named weird animal names either smelled like looked loved named dog always smelt like always took walks make healthy dog made angry puppies mate know maybe head really loved dog wanted mine favorite friend thought head hey dog leave alone touch well puppies finally realized head wanted life family big boy dog hate loved giving family allowed made happy funny little puppies smelt like odd food like chops popcorn favorite puppy smelt like popcorn good dog dogs biter funny little puppies love bite chew stuff second leave puppies alone eat everything one time went trip another state leave puppies alone babysitter came back ate lot clothes destroyed everything also good animals pets also ate everything stink like popcorn something else gross puppies loved nibble toes hair small teeth oh hurt stinky breath dogs know stinky one favorite story never liked swim odd would thought cats hate water dogs well know swim teach good owner well ever doggy paddled stuck head underwater swam forward know always thought breath like doggy thing well eventually got think good swim underwater like cats used never like water phobia dog guess tried best get moved around states leave saddest thing life ever move right laughter think good life help become anti depressed focus bad things life every sad go think animals like cats personally love cats dogs always first cats really social lazy funny cats named one named cat black white feet funny ever got mad lot turning jumping around wild kitty named one cats fast everything funny ever play around charged like ate bowl cat nip animals life gave story laughter life happiness laughter think good important part relationships laugh relationship believe couple happy laughter good many time also insult means becoming insult people even laughing people rude laughter life something always keep help become happy many situations problems encounter life happy laughter,15,17,32
609,8,21481,ever one moment remember forever laugh every time think think everyone moment laughter life day day laugh rest life day boyfriend decided wanted take early breakfast called around four morning saying starving needed food stomach picked around five went sat drank coffee ate pancakes finished early wanted go drive let remind clue anything head town giving directions best place go drive poniac greatest vehicle going ride around town around need four wheel drive vehicle otherwise probably going get stuck ever go great first stayed pavement roads wanted explore gravel roads started go gravel road decided maybe time go home came another road decided going turn around greatest idea seen sign street turned wrong way field okay first went back car move looked laughed said told needed go right left looked said stuck need try little one thing know warm last couple days fields wet soft looked told might want said fine done got car went stood road tried get car mud least ten minutes greatest thing tires berried mud started laugh hard got car looked said listened one thing wanted try offense boy everything told get car put reverse said said okay lightly push gas push little lightly push gas looked covered mud head toe greatest thing seen life boyfriend got deserved listen looked eyes instantly started water trying hold laugh working started laugh looked said think funny pulled car shut door started wipe mud face laughing hard fell took right mud make story even better went go open doors car remember told put car reverse pulled take reverse car locks park looked said extra key chance said looked said lets see car still running windows phones still car finish doors locked looked mouth dropped sat waiting almost hour half anyone came road took use forty three minutes get doors unlocked took us thirty minutes get unstuck got home told family story still laugh day,18,20,40
610,8,21482,laughter one going wright paper important laughter believe really cure people like someone upset good laugh make feel better ok know crack jokes like laugh alot feels good makes happy people happy foster care get laughter important part life moment even makes happy hear one else good time miss hearing parents laugh mom amazing mother funny laugh would get grine smile bust laughing always good time remember mom took meds pills make little hiper mother wanted box boxing gloves fists mom knew fight every thing experionce little scary ok enough mom dad exepttional man father worked hard support brother brother younger dad would always put funny masks funny things get brother laugh would put scary mask scare us tp laugh father would go roller blading us try trip us couldnt always keep got going fast legs would wobble would fall friends would laugh every parents past family seperated sucks laughter world right could fathers twin think hard laughter laughter shortest distance two people believe laughter two people important part,15,15,30
611,8,21483,grandfather always used say life like kaleidoscope keep turning turning seem like changing really repeating always wondered statement really applies life would want life continue pattern going like planned twelve two little sisters split three thousand miles crammed us put remained born first pain three thousand miles devastating like two essential organs removed body eventually though time passed agony lessened grip lives seem cruel time thought cross mind maybe true say sight mind sad think close sisters change everything together close age youngest years apart remember times would spend outside humid days would look white ghosts sunscreen mother would generously apply skin times different happy happy think really hard see us sitting shag carpet room playing dolls sunlight melted slowly darkness could moment even second maybe could feel happy content feeling although much time passed since separation still days feel world caving around far away give call questions always uncomfortable first like strangers meeting first time feel three thousand mile scab heart reopen bleeds though leaving ask bother call hurts bad hear like beautiful sound classical music ears hear laugh feeling needed sudden happy every small giggle smile grows know made feel whole second let forget far really laughter makes three thousand miles evaporate air moments laughter know close sisters strangers true grandfather says matter life changes always feeling total bliss hear sweet laughs little sisters,20,21,41
612,8,21484,rested back cool steel lockers trying ease nerves game everything worked every excruciating practice every tedious drill every game film studied minutia prepare us tonight lose tonight everything worked nothing listened attentively team captain spoke words chose pre game speech straight point anything sugar coated glanced around locker room easy observe everyone one teammates anxious emilie vigorously chewing left nails preferred show uneasiness constant tapping foot finished speech break huddle entered gymnasium stands packed familiar faces small town small section stands group people wearing colors native school brutal reminder brought attention back warm ups twenty minutes warm ups seemed last longer two minutes announcer began state starting line use roar crowd overpowered speaker system seemed everyone town five thousand attending game empty space left bleachers bench vibrated stomping clapping crowd threatening every shake collapse starting five team walked center court tip loss tip team quickly put pressure first possession game chasing opponent first two quarters ended dead even score feeling discouraged team regrouped locker room time entered locker room moment took opportunity around expressions teammates nothing disappointment fear crossed face opened door instinctively braced throwing keys wall smash clip board team witnessed acts rage countless times surprise entered complete poise composure first treacherous play phase yelled criticized instead rubbed eyes face shoulders hunched belly began shake shortly followed shoulders first hypothesis crying amazement heard soft chuckle soon soft chuckle metamorphosised stomach thrusting loud cackle team exchanged confused glances waited explanation anticipation ordered tentative asked first dance could always rely unrelated metaphor even related basketball point clear guys would believe way believe game would blow instead playing like bunch bunny foo foos laughed thought playing like nursery rhyme hear frequently children speech gave eased us confident team start match prepared win think confidence came one comforting laugh seemed almost improbable whistle blew start played assertiveness confidence compare one would like two different teams grasped lead early sustained rest game victory night game lead us one round deeper state tournament walked back locker room glanced around massive gym looked crowd score board opponents referees news reporters realized easy get caught everything effect distractions easily make forget main purpose play game occasionally need reminders like calming laugh without reassuring laugh team never would united defeated opponent,25,25,50
613,8,21485,freshmen year season eight years made varsity school first year high school freshmen varsity squad everybody knew short kid varsity squad eighth grader junior state wrestled way brackets without full match meaning pinned everyone first round touched going high school knew easy time like grade school completely right coach funniest person ever met life teacher since grade role model way life made funniest jokes wrestlers team lot people disliked got along great ended season freshmen year wins pins losses still day pinned got wrestler year awarded coach season rolled around regionals knew shot go state six guys weight class four six previously beaten early season worry match ahead wrestle mistake free pound weight class bunch little kids definitely experienced weight class got seated first seed second seed dropped weight could try take seating state first match wrestled match short lived pinned seconds match walked coach told quote never forget lonely top view excellent quote stuck head throughout next matches second third matches semi finals one round away going state automatically wrestled weighed lbs knew good wrestler even though pounds getting ready wrestle seen warming across gym jumping around getting warmed see trip fall face coach seen thing started making fun funniest thing ever witnessed wrestled match pinned double overtime go state coach walks says took long pin someone even warm without falling face three teeth total mouth lost lot different ways adventure man loved white water rafting loved sport moved far away idolized coach still hit facebook chitchat day still funniest man know still idol,20,16,36
614,8,21487,many people think laughter big part relationship truly think good laugh spouse good thing means good time tell true story girlfriend laughing good time talk another time laughter big part life next paragraphs decide laughter help lot life laughter fun meant hurt someone make upset mad think people really mean hurt people care say others laughter sometimes hurt people said things people thought funny person saying think funny first story going tell dating month laughter big part relationship like tell jokes make laugh smile laugh good time would relationship go go way would want go try everyday make laugh smile things say important thing life anyways makes laugh time think thats good thing funny person time long relationships laughter go one person think made laugh probably dad dad every day comes pick always something funny say think said something funny one day long time times dad bad day work comes home still bad mood try say something funny get bad mood work go room get away time dad comes home good mood job easy likes people works would different story still lived lived dad commute back forth work hour drive one way put good mood get really see much lived anything funny think always try say keep laughter going believe laughter big part friends friends like joke around laugh things funny friend likes smile likes tell jokes usually become friends person gets friends whole community starts like till says something makes lot people mad baseball practices like tell jokes jokes say something make whole team laugh another person funny tells lot jokes funny face exasperation last person funny one guys thinks inst funny really think good friend relationship people told think good laugh good thing relationship good around parents good relationship hope liked story enjoyed writing topic explains explains spouse friends think everybody laughter life day day keep good attitude wit people,15,15,30
615,8,21488,young boy used laugh anything could kid got older grew developed great sense humor advantage made young people pleas er grew developing stronger confident sense humor could always remember making people laugh loving attention received humor body grew older humor grew funny made dependent people pleasing personality addition taught alter voice change tone humorous effect step knew appropriate advance humorous personality intention loosing humor used advantage used humor boost count get attention non accepting peers get attention thrived began accepted higher peer groups used look seemed lot attention anything could make fellow peers laugh goal anything rolling stairs telling jokes making teachers angry students thought funny occasionally destroying things could fit crowd used reject advanced high school knew humor needed work keep peers still laughing know kind work needed started ultimately loose funny humorous personality dropped peer ranks kids thought called strange friends people always keep heads constantly seemed never positive letting people called friends drag bottom knew top first major downfall successfully lost humorous personality one friends especially brought anyone else father level unhappy called took far needed therapy help get back normal level happiness finally realized fun someones drags finally broke free clutch moved mean enough say wanna friends hard moved allowed heal pay attention humor broke dark days away started back endless trail humor hard accept fact lost humor seemed forever lost spot social bracket would hard regain month hard work focus school humor got personality back normal instantly regained humor began feel happy received attention felt like back although little lower back saddle humor back laughs peers back smiles importantly back way used regain humor personality tones voices jokes worth strange way continue humor junior successfully lost yet always future managed turn best thing worst felt matter weeks right back end matters please end would change thing,21,20,41
616,8,21489,grade grade happy time life teacher name love mickey mouse wish sometime go back grade class room know friends know teacher know think know get know teacher years one meeting p e teacher teach try shoes everyday journal tell story something ways talk ways tell writer tell something new grade class got coffer shop frip trip class read book party sometime time get together ice cream party come around ways musical every years outdoor school fun cool,11,11,22
617,8,21490,laughter saved life growing life pretty normal little brother mom dad living happily together nice suburban area two years ago everything changed seemed though better parents got divorce strange time life thought happen impossible talked friends family learned live fact family would never thought came grips new life still unhappy lot time times best friends caring family times forgot things going home george really close friends since grade inseparable though many friends one would always turn problem knows better anybody else talk every day school text message every night hang almost every weekend night parents told getting divorce called crying told end would okay told always needed anything point time clear something lot people say lifetime true friend would anything would joke problems seem little strange almost therapeutic making fun life made easier live sense helped realize need let go past rough patch mean rest life destined way george knew cheer could always tell needed good talk good laugh make day better girl always needs another girl life tell secrets crazy things lay couch day watching sappy love movies together stopping us always right side parents divorce last night house moved sat bed empty room recalling memories house given us would think would sad time laugh memories good ones crying upset crying laughing insane adventures hours pretty good reason cry lived best moments night going let situation make us upset wanted make last memory house good one would always remember family quite strange know good time many family members think tightly knit get along really well whether backyard playing game wiffle ball house playing pranks whoopie cushions always fun time house rough times divorce would spend lot time house worry questioned time feeling worry bring sneakers go hike bring pajamas case decided movie night sleepover house place still go relax forget whatever worrying safe let go good time favorite people world family important people life know would become grow realizing people molded person today helped roughest time life proves much really care say laughter best medicine say love laughing helps get terrible times people make laugh really matter honestly say every one people made better person love heart,25,25,50
618,8,21491,life serious matter taken consideration life make gave best efforts achieve goal even seems senseless maybe hard effect worlds chaos daily epidemic seem easier less stressful smile frown live life moment worries gonna happen care free would consider exhilarating nothing purest form tranquility memories child faint glad say happiness child pure position long purity favorite pair plastic barbie high heal shoes special princess backpack every princess parents making funny faces made explode laughter could possible hold longer longed pick nick favorite long green haired willow tree feel free birds sing beautiful songs dance around never ending smile fragile youth child longed fragile youth child life goes purity faded distance people community extended till felt alone sol om changed person life life burned one many times felt god betray hated became stone cold wall one could penetrate gazed mirror longer seen life hatred moment time changed life perspective strong hatred world begin handicap various important aspect open could open world learn free grow ultimate goal within learned important lesson laughter wiliness optimistic compassionate understanding someone said laughter shortest distance two people believe honest opinion worth trying prove laughter changed life world reoccurring symptom take pride everyday embarrassing moments angry times even within deepest sorrows still manage scrap smile helping people helped realize understand passion mine want help world hide pain realize life take twisted turn still end alright even within deepest darkest caves always rock awaiting crumb bring light always light end tunnel light smile carry want light want leaving feeling everything right live life gracious smile perspective create smile receive three motto life new adventures bring smile world continuously turn life rolls,15,15,30
619,8,21494,laughter might think simple reaction something funny reality laughter many things way cope situations way express simple way enjoy around friends meaning laughing changed lot lifetime younger used laugh enjoy fun peers grown older used laughter cope situations morning birthday found disturbing disappointing news day found mom passed away first found know thing felt could cry grief shut depressed stage many friends tried help tried tell things going okay knew right thing could think even things turn okay things never time thought like going mothers day biggest question supposed celebrate birthday hard knowing someone love years life gone since mom passed away tried stay focused positives would wanted like graduating high school becoming successful letting life spiral hill even though everyday hard still try push remember mom want give life passing might ask coping loss answer learned cope situation laughter growing mom always told laughter best medicine losing realized statement true whenever get upset sad remind think memories mom laugh good experiences times sometimes even find laughing arguments laughing helping cope fairly well past four months since mom passed away hope continues help future continuously think sure laugh things ten years guess future going remain mystery one thing know future become successful even laughter always work stay strong sure live life way would still mom hard without guidance authority mother fortunately dealing alone one person whole situation aunt life since day one mom even lived grateful aunt life know would right taught isolate stop teenager mom live life fullest live life mom would wanted see live also tells laughing bad situations okay keep things bottled happy someone go someone tough situation reassuring knowing someone go talk past able someone laugh laughing hard one thing noticed friends family going situation easier share feelings think also makes easier laugh people close people care around situations laughter might best thing best advice give someone might happen going similar situation stop living life something great try release stress situation laughing friends,20,20,40
620,8,21495,every one laughs love laugh fact one favorite things bad mood cant get happy laugh things cause sure lighten mood tell also good many ways people laugh world world would depressing smile someone happiest could totally change mood told happy energetic person laughing best smile everyone around well story like volunteer homeless shelters old folks home cause believe share happiness everyone else around makes soul feel good help people one noon best laughing good time old folks home making people smile love around cause say cheer run around room room bringing vases flowers opening curtains let beautiful sunshine always told vitamin good warm soul one man never smile face residents matter would never smile ever came always gazing window dead look face ask nurses grumpy quiet told veteran much family understood well least visit much dropped cause want deal grumpiness heart gold feel like share decided one day going turn frown cute little face upside make feel happy smile interact residents usual went daily routine rooms talked laughing sorts stuff saved little old man last sure name whole background like going go went staring window usual hesitated minute cause know would react went started talking introduced self seem pleased asked name told none business totally shot made feel like bad guy started talking asked life slowly opened told stuff seen war turned nice guy nurses wrong even try laughed hours get old ever since talked progressively started interacting others give time day explain feelings someone talk think next time going store see someone look like best day shot smile,18,18,36
621,8,21500,ever weekends hang best friend spend whole time laughing many people get chance day filled laughter people laugh case always laughing always surrounded people never stop laughing best friend one funniest people know could worst moods always knows put smile face hang time every time together constantly laughing point cant breathe one day rough day drama friends boyfriends putting much weight shoulders sitting home couch get phone call today asked sitting home watching movies replied bad day would wanna come something said upset tone hold let ask said running parents room parents course said yes hour later got picked dad got car could tell way looked bad day needed fun got back house went room started talking five minutes conversation started crying like babies problems going crying sad things point conversation laughing hard started cry could sit hours laugh point stopping us day day dad walked room noise going asked stern voice dad said still laughing replied really confused face walking room closing door behind made us laugh even harder laughing hard fell bed tried asking really come laughing hard could roll floor laughing knew would know gets going thinks everything universe funny literally rest night sat bed talked everything stuff either happened two years ago happened week remember telling story lived somewhere else seriously funniest story ever heard best friends three years never get sick people hang really understand half stuff say funny months ago hanging friends sudden screamed finger hear someone would disgusted screamed started laughing hard stomach hurt one time sitting room wanted paint nails picked ugly brownish gold color started paint nails looks like finger said loud voice think looks nice replied certain smile face ever since night finger always inside joke funnest times together times best friend hours spend sitting laughing simplest things anyone else thankful someone share laughter remember lucky people make laugh like said everyone person life,17,20,37
622,8,21501,laughter laughter shortest distance two people unknown quote lot meaning lot people one people believes quote ton truth meaning best true story could tell involves laughter dad little still living dad mom fought dad time neither one ever happy dad mom good jobs never money anything mom loved spending money got dept dad sell stuff time help pay dept parents got divorced wich good thing us got hang dad found much fun funny dad started going hunting sorts stuff like found mom even worse happy gets vary hyper loud could say annoying gets laugh every always rather love dad always fun learn something vary helpful think laughter important kind friendship pay attention around people like see make laugh,13,15,28
623,8,21502,felt simply stoical life nadir helplessly written hero reply determine wait see hero would ever reply hero amazing lighting astounding name understand music best friend would always talk awesome music fact started two different people even think could friends anything common music brought us together wrote thought even going look watched write weeks weeks past really thought going read reply started dilapidated felt discourage talked photography project really procrastinating toward project little distracted cheer leading homework form high school college homework ignoring calls texts realize made wrong choice called friend thank god week later two friends best friend since seventh grade best friend since eighth grade went watch really vehement movie movie went meet friends dorms way telling amazing experience health health teacher given us assignment perfect body look like facetious made alien looking body toes alien coming shoes alien warts laughed non stop obviously turn arrived dorms presented friend j big fan played various games notice j warts hands took shoes put saddles help notice somewhat reminded drawing hysterically started laugh non stop friend kept asking laughing said j looks like alien said wow rude said eyes perfect body good laugh kept playing games listening next day meet work photography project accomplish take pictures things like dislike called getting really know person learned lot threw project opinion sometimes live life fast barely catch breath want everything school sports sometimes held back bad way less time hangout friends simply rest love life trade everything gets closer goal b agent project vehement way life telling hang make due simple call working hard phone kept ringing little cantankerous said answer phone said oh god said stop messing around lets get back work put phone speaker hero phone happy started cry could happening us blacked like stoical could ever happen quotidian teens could hear talking making mind convoluted took gasp air said hello still shock said hello good luck track past woke believe cried ease tension said talked husband laughed long time best memory together started music never end day realized one miracles happen two laugh heals heart three always faith never give someone always hear give advice everything feels like coming said jump cliff built wings way someone help built said come take hand walk road together,20,18,38
624,8,21503,hot day middle blast camping family took along camping trip stayed campsite right ocean would go daily walks stayed week week believe older sister went labor lives pretty long drive morning mom dad woke us early morning around six thirty stayed three thirty morning pretty tired point found going take little plane airport got fairly cheap brother works sense knew long day ahead us three hours sleep drank strong coffee keep us going airport whole way laughing everything street signs names buildings funny looking birds songs also accents say every word much funnier stomach muscles hurt bad know laughing things actually funny delirious much sleep top caffeine high sugar rush got actual airport still could stop laughing parents getting frustrated us even though making crack also boarded plane sat next course swear still day secret agent sitting behind us spy glasses suit ear piece secret agents wear protect president kept making stories stop laughing finally started talk us enthused telling us places going place remember secret agent knew point thought awesome job course parents interrupted sorry sir bothering kind pest replied course nothing better even laughing hard crying guess could say pretty funny together best part mom anxiety flying mean funny mad funny saying things oh goodness gonna crash girls quiet freaking etc took advantage situation made even scared finally landed airport went restroom free toothbrushes took took green one took pink one used day pictures everything got rental car went hospital still laughing everything got hospital finally seen baby cute started settle room hour went eat hungry ate sit around waste three hours went mall family house crashed dead still flight home dreading every step know going make finally got plane went back camp went sleep one days cant put emotion laughter words funny best friends reason definitely boring think keeps us close,17,15,32
625,8,21505,laughter best medicine indeed big role good relationship especially good couple serious forgotten laugh also could use mood lifted know laughter made relationship much better begginging relationship boyfriend great barely laughed eachother let alone spoke much friends would laugh good time though much jokers anyway could get upset say anything even joke funny well changed one night decided go play rounds got kind moody short tempered sat mood lightened little finally got talking one little outburst sent us practically rolling ground cracking faces red gasping air laughed hard almost cried jokes stop moods totally changed happened even remember upset almost like anger vanished soon realized rediculous alright joke around long mean later went friend house awsome time told good jokes laughed awful lot really fun got dark decided go home still cracking jokes know night first time long time smiling happy sharing experience allowed us really connect eachother strenthened bond brought us closer relationship great ever since laugh good time without serious time know laughter important relationship despite little run moodiness joking around reminded laughter far best medicine things others never could think laughing best believe little giggles every seem like much believe much think laughter everything boyfriend know would live without,20,20,40
626,8,21506,love laughing laughing makes feel satisfied happy laugh someone know feel like known long time laugh someone know feel fully content one person love laugh cousin think laughing important part relationship laugh magical magical fast takes make one us laugh say almost anything random humorous things laugh literally cry one talking phone decided call cousin anonymously pick hung disappointed thinking movie watched hours ago idea slowly started coming started talking cousin pretending aunt told coming visit better prepared like bed nice soft fluffy pillows bathroom picky aunt want everything perfect come laughed laughed says call pick leave message say message asked say aunt coming visit rest make said hesitantly dialed star six seven number pressed talk luckily one picked answering machine beeped allowing record message speechless started high picky aunt voice aunt burst laughing could continue coming visit exploded could hear laughing background made laugh even harder tried time getting farther story laughing time reached maximum amount time message want stop message ended half way done answering machine done talking pressed two message listened help thinking complete fool sounded like kept shushing time laughed loud could tell wanted laugh holding hung called back answered said finish called time said rest willingly barely laughed saving listened fill laughter wiping tears said hilarious thing ever together sometime sure told late time go finished good bye love hung every time laugh think would like one could laugh boring place would lifeless life laugh feel lively want live laugh another day laughter would shame dearly love laugh,25,20,45
627,8,21507,laughter shows importance life always felt situation whether bad laughter completely change way people handle situations comes relationship simply laughing help anyone laughing symbolizes happiness important people relationship happy many horrible situations laughing helped us work laughing always changed mood helped situations get worked little things forget things life begin lose patients happened lot time happened boyfriend way seemed like everything trip going wrong went vacation away hectic home life ended wishing anywhere booked hotel car broke credit card account help hours seemed trip biggest mistake ever made much tension us even look without getting fight ended going cheap hotel spending cash next morning things got bad room made us want lash kill ended leaving day talk came back even got back together day still hard around next morning woke time fed enough thing mope around fight made us realize really stuck vacation could longer called vacation one knew around loan us money banks realized dream vacation destination like nightmare pretty much given lost faith actually vacation given done wanted nothing nightmare anymore nightmare ruined thought longer looked happy couple anymore two people completely despised next day decided call bank see going account turned forgot changed pin number access account entire time kept entering wrong pin locked account sure someone trying break could even describe dumb felt knew soon came back news even though seemed like things would alright arrived back hotel could feel tension soon walked room began packing stuff caught asked going replied luxury instantly face lit asked explained happened instantly began laughing hugged knew soon saw smile face heard laughter things us would alright finally money rent car get dream destination arrived hotel things going great smiling laughing actually enjoying honestly say even though horrible situations happened enjoyed trip strongly believe everything happens reason reason led us week full laughter true happiness,20,16,36
628,8,21508,laughter necessary survive crazy beautiful world something possess us throughout lifetime humans grow old eventually die laughter never lives forever laughter often referred best medicine brings joy sad relief burdened life depressed best part laughing completely unchangeably free never someone pay gain drop laughter hand laughter also contagious single smile throw back head gut busting laugh cause entire room become ill glorified epidemic laughter best release younger neighbor named older man spent time carpentering shop never talked rest us street attempt strike conversation day day would notice little red pick leave morning return night life seemed like routine curious find wife well became vampire rest us completely fine us monster countless times soccer balls would kicked yard pure accident would come quiet house yelling waving hands direction even left note family front door telling take better care lawn sympathized live woman something voice seemed deaf aspect life always made feel little bad different could possible explanation treated people way never forget day ambulance pulled front perfectly serene house sat front porch silently watching medics go inside house long heard little red pick coming road knew far everyone else part routine minutes body carried stretcher heart sank even though young knew significance hovering white sheet secluded wife passed away nobody could blame lost love life lost routine family discussed decided bring meals food never anything particularly fancy something would keep going never seen anyone appreciative still knew stay lawn wife loved must felt like still attached somehow lonely family wanted soon brought meals younger sister started walking small white fluffy dog invited dinner often mom would let us became like grandfather neighbor one day friends outside playing soccer small street sunny warm outside life good could feel vivacity youth pulsing veins ran around ball rolled yard hesitated saw door open looked pestered quite upset slowly bent pick ball winced knowing hear later parents unexpected happened started laughing kind laugh person might considered crazy happy kind laugh tears run person face knowing friends started giggling threw us ball went back inside laugh clear signal grieving unhappy soul relieved laughter meant great deal laughing direct straight person soul connection people without laughter life seem dull brought life powers heal restart exactly laughter got life back,25,20,45
629,8,21509,one day home babysitting little brother super boring day go check email get email boyfriend got excited talk becuase got phone taken away open break email shocking wanted cry called mom home phone asked best friend could come mom said yes called best friend tolled happened asked come time crying eyes said yes comeing best friend whole world always knows say upset waiting long time mom always takes forever things finally gets house gives big hug always one always boyfriends dumped felt nice time boyfriends go room still crying stop like river fellowing face dumped really horriable feeling best boyfriend ever dmped unlike sitting texting think texting comforting want say started talk desided go mall thats always fun place ask mom got home said really want home anywhere better home time went back room crying started say bad things ex boyfriend knew things true really really funny laughing really hard starting feel better yay making stupid ex boyfriend jokes laughter best way make everthing better,15,15,30
630,8,21510,thought seeing hearing laugh never failed make smile beginning accept fact urge fight anymore sense humor best encountered made heart run wild best piece relationship learning one another exploring little things make person trait always search someones humor easily find thrive story takes place nearly year ago freshmen school year coming end suitcase new memories planned carry one still added strolled art class merely seconds late particularly average day musty smell rain old paint settled air something come accustom instinct told take seat headphones blocking rest world paused music allow surroundings come focus voice highly sarcastic tone came front go late teacher moved seats help laugh well however seat remained unchanged new aspect people sitting around greeted familiar faces smile class began teacher went art related topics far beyond habit vaguely payed attention far focused person sitting front never talked boy something intriguing barley said words day class next day approached continued usual pattern entering room sitting place slipped mind stranger going sit front turned room took seat forgotten made excited today free work day time social work pace perfect opportunity learn something related art casually introduced trying fit personality words introduction far less enthusiastic uninterested made thrive try harder began act known years even though name brand new caught interest conversations started flowing end day finished work supposed bring care met alluring new person day went similarly taught good balance work talk get enough person let life everything said interested word pulled positive everyone room knew funny found often laughter filled room take long become attached hysterical thing said couple weeks hour class enough us made decision give call intrigued well time spent talking stop end school day spilled phone conversations time passed became usual thing talk often longer needed act known years well month half relationship comfort starting set although along familiarity came sense question beginning well open getting return would tell something past would make joke would explain opinion mine would pretend never laughed much short amount days coming time feel pretend hysteria wanted able tell personal things get something began realize digging deep shallow waters amount laughter relationship mine clouding judgment person underneath humor connect anything simple things still wished apart life still enjoy company need dig deeper time find new waters swim,23,20,43
